PEIMS DATA FOR SCHOOL YEAR 2019-2020,,,,,,,,,
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,TOTAL TEACHING STAFF,551.62,31472264,57055
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETIC TRAINER,1.76,114432,64948
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETICS - OTHR THAN ATHL DIR,1.08,119943,111089
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,1,98531,98531
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,COMMUNICATIONS PROFESSIONAL,2,157072,78536
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,COUNSELOR,20.22,1348035,66662
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,CUSTODIAL,1,75472,75472
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,DEPARTMENT HEAD,0.8,47563,59365
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,7,457168,65310
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,9,613683,68187
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LIBRARIAN,11.46,694314,60610
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LSSP/PSYCHOLOGIST,2,111660,55830
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,MAINTENANCE,1,132056,132056
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OCCUPATIONAL THERAPIST,1,62238,62244
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,2,119939,59970
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,13.51,930373,68844
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,PHYSICAL THERAPIST,0.5,29578,59132
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,RECREATIONAL THERAPIST,1,52492,52487
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SCHOOL NURSE,13,720356,55412
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,6.49,458230,70652
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TEACHER FACILITATOR,7.47,574472,76904
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TRANSPORTATION,1,88296,88296
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TOTAL SUPPORT STAFF,104.29,7005903,67177
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,24,1731644,72152
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,1,141659,141659
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,0.7,86878,124111
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1,140914,140914
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1,139285,139285
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,6.48,672264,103756
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,PRINCIPAL,14,1328422,94887
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1,227424,227424
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,49.18,4468490,90861
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD, ,TOTAL PROFESSIONAL STAFF,705.09,42946657,60910
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,131.09,2470665,18847
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,131.09,2470665,18847
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,9,431981,47998
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,39.64,1036529,26151
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,34,1144709,33668
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CHILD NUTRITION,60.04,980706,16334
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CUSTODIAL,84,2046929,24368
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,HUMAN RESOURCES (CRT-HR SPECIA,2,95462,47731
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,HVAC,3,148926,49642
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,INFORMATION TECHNOLOGY TECHNIC,16,619787,38737
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,MAINTENANCE,13,412823,31756
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,3,97284,32428
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,PLUMBER,1,42640,42640
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,SAFETY/SECURITY,3.91,92362,23595
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,TRANSPORTATION,63.1,1097758,17396
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,WAREHOUSE,1,36982,36982
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD, ,TOTAL AUXILIARY STAFF,332.69,8284878,24902
13,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD, ,TOTAL PERSONNEL,1168.87,53702200,45944
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),0.44,22146,50643
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),1.91,98626,51664
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,0.41,19728,48436
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,0.33,14996,45622
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,1.01,59644,58844
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,1.87,100204,53605
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,2.62,139192,53080
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,4.98,247102,49659
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,4.2,207597,49418
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,34.71,1740262,50134
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,52.48,2649497,50489
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,1,17000,17000
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,2,125503,62752
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,1,60721,60721
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,INSTRUCT MATERIALS COORDINATOR,2,135832,67916
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LSSP/PSYCHOLOGIST,2,124500,62250
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,6,312113,52019
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,2,142787,71394
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,16,918456,57404
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1,125272,125272
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,4,331315,82829
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1,127752,127752
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,6,584339,97390
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,74.48,4152292,55753
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,13.15,356066,27081
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,13.15,356066,27081
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,0.97,32507,33585
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,9,317249,35250
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,2,73370,36685
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,HUMAN RESOURCES (CRT-HR SPECIA,1,45207,45207
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,2,46792,23396
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,14.97,515125,34415
20,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,102.59,5023483,48965
